ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:10,server_7,59.09,52.42,13152.24,14972.54,156.37
20:53:10,server_6,44.54,42.57,513.81,508.71,30.87
20:53:10,server_5,6.56,91.09,133.71,188.32,22.77
20:53:10,server_4,89.82,25.66,844.94,623.55,4.8
20:53:10,server_3,36.97,42.34,411.58,488.65,41.75
20:53:10,server_2,60.28,41.9,6172.2,6987.37,157.86
20:53:10,server_10,93.38,6.64,902.32,1173.64,120.44
20:53:15,server_13,96.31,87.35,1007.53,895.63,110.01
20:53:15,server_14,32.26,38.11,313.04,354.82,89.39
20:53:15,server_15,96.03,19.06,966.35,921.81,23.73
20:53:15,server_20,21.01,20.23,289.65,223.39,67.69
20:53:15,server_18,71.02,44.57,11456.37,9821.5,17.16
20:53:15,server_19,67.42,67.28,669.09,416.68,81.9
20:53:15,server_12,89.15,87.84,842.22,849.04,159.17
20:53:15,server_16,53.06,57.65,11196.98,12350.73,154.8
20:53:15,server_11,27.04,23.59,317.04,227.14,0.0
20:53:15,server_17,68.84,56.87,4409.18,3950.53,669.33
20:53:15,server_9,40.39,61.74,427.41,405.58,52.04
20:53:15,server_10,84.81,15.98,824.16,441.72,21.99
20:53:15,server_2,2.11,93.88,56.72,59.83,69.01
20:53:15,server_3,27.6,98.62,244.76,235.46,4.99
20:53:15,server_4,47.87,48.43,525.98,396.5,113.83
20:53:15,server_1,97.4,98.92,919.24,1284.75,165.83
20:53:15,server_6,36.44,22.52,71.93,66.74,3683.29
20:53:15,server_7,99.63,93.4,996.61,732.15,132.19
20:53:15,server_8,40.78,22.75,183.52,207.97,5025.19
20:53:15,server_5,22.19,31.4,162.65,191.88,8484.93
20:53:20,server_20,55.96,58.63,579.03,600.2,77.77
20:53:20,server_12,29.88,32.72,310.99,376.21,66.76
20:53:20,server_19,34.81,32.51,373.93,403.21,66.94
20:53:20,server_18,43.12,42.5,370.1,359.31,0.0
20:53:20,server_17,63.6,60.3,3846.55,3754.0,1943.59
20:53:20,server_16,44.89,46.93,1195.44,1409.88,1144.5
20:53:20,server_15,25.84,47.66,162.7,83.61,8813.71
20:53:20,server_14,57.81,53.75,14340.45,14399.4,21.83
20:53:20,server_13,65.8,73.25,644.23,375.39,36.6
20:53:20,server_11,43.68,32.2,110.62,127.78,9156.84
20:53:20,server_7,51.34,47.56,10879.22,11837.25,48.13
20:53:20,server_9,53.54,62.22,603.64,817.4,1.61
20:53:20,server_8,63.66,65.72,567.05,699.58,80.29
20:53:20,server_6,86.16,0.09,838.78,640.32,71.61
20:53:20,server_5,20.1,95.69,112.14,156.49,0.0
20:53:20,server_4,96.1,93.58,955.31,651.37,79.71
20:53:20,server_3,13.92,97.94,176.79,131.67,34.02
20:53:20,server_2,89.13,20.88,924.17,1018.17,76.22
20:53:20,server_1,57.14,52.7,608.22,381.42,132.77
20:53:20,server_10,33.67,39.77,116.94,142.41,5190.89
20:53:25,server_15,61.32,44.61,19007.77,16084.19,41.44
20:53:25,server_13,91.7,2.55,866.24,1159.5,41.3
20:53:25,server_14,51.31,34.44,15300.25,17934.98,78.29
20:53:25,server_16,92.94,94.06,911.05,574.42,0.0
20:53:25,server_12,66.45,47.27,3029.07,3368.42,1333.24
20:53:25,server_18,80.35,14.17,752.27,927.62,143.46
20:53:25,server_19,95.73,84.06,927.39,777.55,105.14
20:53:25,server_20,53.99,52.32,660.17,509.91,107.88
20:53:25,server_17,14.29,92.13,141.43,188.09,0.0
20:53:25,server_11,5.57,92.74,25.65,28.9,105.71
20:53:25,server_1,92.69,29.56,901.35,1128.99,61.46
20:53:25,server_9,93.03,95.31,928.74,869.86,116.6
20:53:25,server_2,28.42,86.0,330.73,190.65,27.25
20:53:25,server_3,99.57,5.97,896.49,737.7,77.12
20:53:25,server_4,69.85,46.81,4909.76,4134.75,722.36
20:53:25,server_10,25.96,32.97,287.59,209.0,30.82
20:53:25,server_6,90.32,1.3,972.29,1099.23,80.79
20:53:25,server_7,49.83,20.85,38.77,41.3,3616.54
20:53:25,server_8,84.46,24.64,863.54,837.08,0.0
20:53:25,server_5,67.94,44.36,3585.84,3281.69,1054.35
20:53:30,server_13,48.21,53.37,507.16,381.2,70.99
20:53:30,server_20,37.41,41.61,364.98,363.22,0.0
20:53:30,server_19,88.04,99.88,785.85,1156.86,42.2
20:53:30,server_18,91.75,80.35,974.58,1079.92,33.97
20:53:30,server_17,99.31,1.35,976.27,1147.03,27.78
20:53:30,server_16,93.87,80.92,965.08,852.56,73.71
20:53:30,server_15,11.95,93.71,86.78,118.73,0.0
20:53:30,server_14,30.07,24.74,192.19,268.68,4930.67
20:53:30,server_12,64.51,66.18,3592.71,3476.99,1126.92
20:53:30,server_11,54.24,61.44,3959.03,3921.5,1597.33
20:53:30,server_1,56.96,51.32,563.75,601.81,83.93
20:53:30,server_9,91.98,21.61,925.77,1387.9,55.92
20:53:30,server_8,60.04,80.61,678.61,560.88,51.99
20:53:30,server_7,93.95,19.46,955.72,741.16,172.92
20:53:30,server_6,25.27,92.59,238.49,303.06,44.67
20:53:30,server_5,46.06,63.1,2909.4,3306.43,1608.09
20:53:30,server_4,25.96,30.97,218.74,138.59,9.03
20:53:30,server_3,94.23,91.43,966.91,564.55,133.29
20:53:30,server_2,42.44,55.66,440.57,314.3,101.17
20:53:30,server_10,60.08,55.35,10272.71,8756.16,13.31
20:53:35,server_13,22.33,91.22,178.52,198.75,106.71
20:53:35,server_14,29.92,86.95,344.58,227.61,0.0
20:53:35,server_15,95.54,96.95,934.39,517.5,57.03
20:53:35,server_16,34.3,28.91,88.33,60.61,7521.77
20:53:35,server_12,69.99,69.46,640.19,443.51,68.29
20:53:35,server_18,88.59,98.76,873.89,1181.96,93.41
20:53:35,server_19,98.54,88.76,933.73,1043.04,90.69
20:53:35,server_20,28.77,32.64,317.01,247.99,0.0
20:53:35,server_17,69.91,47.3,5602.76,5564.2,74.66
20:53:35,server_11,90.77,19.13,900.37,702.17,73.08
20:53:35,server_1,91.03,4.39,986.87,869.34,85.58
20:53:35,server_9,54.59,37.66,12780.92,10954.44,178.97
20:53:35,server_8,32.55,26.88,262.23,360.57,0.0
20:53:35,server_7,90.68,23.07,1005.88,630.33,53.64
20:53:35,server_6,58.94,46.36,560.71,812.56,0.0
20:53:35,server_5,49.48,27.36,139.94,191.96,3595.05
20:53:35,server_4,24.02,92.39,229.79,144.09,74.95
20:53:35,server_3,73.51,54.36,17808.48,21325.83,24.21
20:53:35,server_2,38.76,40.35,414.36,564.0,55.72
20:53:35,server_10,62.86,69.84,595.97,494.11,9.1
20:53:40,server_13,36.46,48.64,163.66,137.97,6757.37
20:53:40,server_14,47.71,46.53,464.44,262.38,151.25
20:53:40,server_15,22.11,87.48,256.73,170.58,44.6
20:53:40,server_16,48.5,30.2,68.89,86.33,4128.37
20:53:40,server_20,85.35,86.58,856.83,549.07,101.79
20:53:40,server_18,62.73,96.55,583.13,293.65,136.88
20:53:40,server_19,21.64,23.71,196.95,147.66,3855.8
20:53:40,server_12,33.98,23.71,161.92,123.21,4721.86
20:53:40,server_17,44.98,41.31,1894.14,1674.44,549.08
20:53:40,server_11,55.03,49.26,11031.66,12154.28,17.5
20:53:40,server_1,35.3,49.33,91.63,74.07,5138.56
20:53:40,server_9,82.26,0.4,798.76,643.2,113.43
20:53:40,server_2,92.75,97.09,865.12,548.96,162.34
20:53:40,server_3,34.48,43.18,319.02,408.66,0.0
20:53:40,server_4,66.19,61.65,713.98,1070.04,25.86
20:53:40,server_10,28.49,95.33,304.26,170.83,65.45
20:53:40,server_6,85.83,80.66,819.81,510.99,95.45
20:53:40,server_7,40.06,42.03,6.11,6.92,3389.51
20:53:40,server_8,43.72,53.39,1292.98,1363.68,1343.0
20:53:40,server_5,22.84,25.35,282.73,365.6,38.86
20:53:45,server_12,32.48,21.29,371.79,457.47,41.27
20:53:45,server_19,30.65,34.65,351.2,485.42,36.55
20:53:45,server_18,66.08,73.7,692.51,1023.17,41.41
20:53:45,server_17,48.05,71.32,531.67,639.96,34.29
20:53:45,server_16,66.99,67.53,614.99,549.86,18.17
20:53:45,server_15,33.53,26.92,293.23,213.9,30.06
20:53:45,server_14,67.95,66.41,616.26,777.34,174.37
20:53:45,server_13,15.66,93.62,215.31,200.05,17.5
20:53:45,server_20,98.0,87.75,1032.07,1016.25,101.12
20:53:45,server_11,58.01,40.78,2586.29,2403.85,1143.88
20:53:45,server_9,3.2,82.19,78.97,98.99,7.99
20:53:45,server_8,96.73,83.99,956.62,1322.95,86.61
20:53:45,server_7,55.56,38.14,13815.48,12392.86,5.99
20:53:45,server_6,71.76,31.5,19708.75,17620.51,49.96
20:53:45,server_5,6.46,92.54,76.83,42.81,0.0
20:53:45,server_4,22.68,37.57,8.27,9.32,8966.74
20:53:45,server_3,52.02,57.23,8218.02,7587.89,179.72
20:53:45,server_2,95.75,81.75,978.16,689.76,108.21
20:53:45,server_1,39.32,43.04,382.01,255.1,0.0
20:53:45,server_10,20.3,20.62,212.1,253.32,160.81
20:53:50,server_13,88.05,11.86,905.36,768.71,69.99
20:53:50,server_14,52.03,54.05,455.79,424.92,54.31
20:53:50,server_15,44.19,50.72,1249.28,1403.5,1176.18
20:53:50,server_16,27.2,34.87,236.97,232.89,0.0
20:53:50,server_12,56.41,55.35,1860.29,1815.32,842.01
20:53:50,server_18,53.87,47.86,521.39,668.13,66.69
20:53:50,server_19,59.62,60.3,612.12,555.32,119.04
20:53:50,server_20,43.64,48.68,4316.64,3526.09,1299.89
20:53:50,server_17,61.34,51.67,1417.96,1326.87,709.05
20:53:50,server_11,62.88,46.95,12057.15,11978.76,169.67
20:53:50,server_5,89.28,81.54,930.58,711.8,135.45
20:53:50,server_9,65.05,45.24,2320.73,2382.71,588.99
20:53:50,server_1,60.39,54.59,638.93,355.66,30.68
20:53:50,server_2,60.61,57.35,579.24,299.56,63.37
